Sport,Tournament,Player_1,Player_2,Event_time,Coef_p1_wins,Coef_draw,Coef_p2_wins,Home_score,Away_score
Волейбол,Россия. Суперлига,Локомотив Нс,Белогорье,12 ноября в 12:00,1.31,-,3.15,-,-
Волейбол,Россия. Суперлига,Енисей Красноярск,Зенит СПб,12 ноября в 12:30,4.1,-,1.2,-,-
Волейбол,Россия. Суперлига,Оренбуржье Оренбург,Динамо Урал Уфа,12 ноября в 14:00,1.95,-,1.77,-,-
Волейбол,Россия. Суперлига,Факел,Ярославич,12 ноября в 14:00,1.43,-,2.65,-,-
Волейбол,Россия. Суперлига,Динамо ЛО,НОВА,12 ноября в 16:00,1.31,-,3.15,-,-
Волейбол,Россия. Суперлига,МГТУ,Динамо М,12 ноября в 16:30,9.4,-,1.03,-,-
Волейбол,Россия. Суперлига,Газпром-Югра,Зенит Казань,13 ноября в 14:00,11.0,-,1.02,-,-
Волейбол,Россия. Суперлига. Жен,Уралочка-НТМК (ж),Динамо-Ак Барс (ж),14 ноября в 11:00,3.72,-,1.25,-,-
Волейбол,Россия. Суперлига. Жен,Заречье-Одинцово (ж),Протон Саратов (ж),14 ноября в 16:00,1.32,-,3.21,-,-
Волейбол,Россия. Суперлига. Жен,Ленинградка (ж),Корабелка (ж),14 ноября в 16:30,1.28,-,3.48,-,-
Волейбол,Россия. Суперлига. Жен,Локомотив Калининград (ж),Динамо Метар (ж),14 ноября в 17:00,1.15,-,5.02,-,-
Волейбол,Россия. Суперлига. Жен,Енисей Красноярск (ж),Динамо Кр (ж),15 ноября в 11:30,2.09,-,1.7,-,-
Волейбол,Россия. Суперлига. Жен,Омичка (ж),Динамо М (ж),15 ноября в 12:30,3.72,-,1.25,-,-
Футбол,Россия | Лига Про 3Х3 (2х10),Уран,Юпитер,+6,2.70,2.85,2.70,-,-
Футбол,Россия | ЛФЛ. 5Х5 BudnesLiga-1 (2x12),Гамбург (любители),Боруссия (любители),+14,3.30,5.40,1.59,-,-
Футбол,Россия | ЛФЛ. 5Х5 BudnesLiga-2 (2x12),Бохум (люб.),Карлсруэ (люб.),+13,1.54,5.40,3.60,-,-
Футбол,"Россия | ЛФК, Финальный Турнир",СШ Кировец-Восхождение,Ильпар,+17,5.50,4.20,1.47,-,-
Футбол,Англия | Лига 2,Челтенхем Таун,Ноттс Каунти,Сегодня 20:00 +128,3.55,3.35,2.00,-,-
Футбол,Англия | Лига Развития (до21),Шеффилд Юнайтед (до21),Ковентри Сити (до21),Сегодня 14:00 +41,1.20,7.20,9.40,-,-
Футбол,"Англия | Национальная Лига, Юг",Чельмсфорд Сити,Хорнчерч,Сегодня 19:45 +121,2.60,3.25,2.55,-,-
Футбол,"Англия | Премьер Дивизион, Центр",Сент-Ивс Таун,Банбери Юнайтед,Сегодня 19:45 +61,2.37,3.45,2.70,-,-
Футбол,Испания | Сегунда,Бургос,Кастельон,Сегодня 19:30 +175,2.60,3.05,2.85,-,-
Футбол,Испания | Терсера,Тельде,Эрбаниа,Завтра 18:30 +32,3.75,3.30,1.89,-,-
Футбол,Испания | Примера Федерасьон,Замора,Оуренсе,12.11.25 19:30 +21,1.61,3.45,5.40,-,-
Футбол,Испания | Сегунда,Вальядолид,Лас Пальмас,14.11.25 19:30 +72 15.11.25 15:00 +73 15.11.25 15:00 +1 15.11.25 20:00 +73 16.11.25 13:00 +69 16.11.25 15:15 +68 16.11.25 15:15 +69 16.11.25 17:30 +69 16.11.25 20:00 +67,2.23,3.00,3.35,-,-
Футбол,Италия | Серия C,Салернитана,Кротоне,Сегодня 19:30 +129,1.96,3.35,3.70,-,-
Футбол,Италия | Серия B,Катанцаро,Пескара,21.11.25 19:30 +30,1.72,3.55,4.60,-,-
Футбол,Италия | Серия A,Удинезе,Болонья,22.11.25 14:00 +37 22.11.25 14:00 +37 22.11.25 17:00 +37 22.11.25 19:45 +37,3.60,3.20,2.08,-,-
Футбол,Италия | Серия B,Каррарезе,Реджана,22.11.25 14:00 +29 22.11.25 14:00 +29 22.11.25 14:00 +29 22.11.25 16:15 +29 22.11.25 18:30 +29,1.93,3.35,3.80,-,-
Футбол,"Германия | Бундеслига, Женщины",Фрайбург (ж),Байер Л (ж),Сегодня 17:00 +121,3.55,3.65,1.91,-,-
Футбол,Германия | Бундеслига,Майнц,Хоффенхайм,21.11.25 19:30 +37,2.18,3.65,2.95,-,-
Футбол,Германия | 2-я Бундеслига,Герта Берлин,Айнтрахт Брауншвейг,21.11.25 17:30 +30 21.11.25 17:30 +29,1.63,3.90,4.70,-,-
Футбол,Германия | Бундеслига,Вольфсбург,Байер Л,22.11.25 14:30 +37 22.11.25 14:30 +38 22.11.25 14:30 +39 22.11.25 14:30 +37 22.11.25 14:30 +37 22.11.25 17:30 +37,3.05,3.65,2.15,-,-
Футбол,Франция | Лига 1,Ницца,Марсель,21.11.25 19:45 +37,3.60,3.70,1.92,-,-
Футбол,Франция | Лига 2,По,Ле Ман,21.11.25 19:00 +29 21.11.25 19:00 +29 21.11.25 19:00 +29 21.11.25 19:00 +29 21.11.25 19:00 +29,2.39,3.20,2.85,-,-
Футбол,Франция | Лига 1,Ланс,Страсбур,22.11.25 16:00 +37 22.11.25 18:00 +37 22.11.25 20:05 +39,1.97,3.70,3.45,-,-
Футбол,Франция | Лига 2,Амьен,Генгам,22.11.25 13:00 +29 22.11.25 13:00 +29 22.11.25 19:00 +30,3.50,3.40,2.00,-,-
Футбол,Нидерланды | 1-й Дивизион,Эйндховен,Камбюр,15.11.25 17:45 +76 15.11.25 20:00 +75,4.30,3.90,1.66,-,-
Футбол,Нидерланды | Высшая Лига,НАК Бреда,ПСВ Эйндховен,22.11.25 15:30 +31 22.11.25 17:45 +31 22.11.25 17:45 +30 22.11.25 20:00 +29 22.11.25 20:00 +29 23.11.25 11:15 +29 23.11.25 13:30 +31 23.11.25 13:30 +29 23.11.25 15:45 +30 28.11.25 19:00 +25 29.11.25 15:30 +25 29.11.25 17:45 +25 29.11.25 20:00 +25 30.11.25 11:15 +27 30.11.25 13:30 +26 30.11.25 13:30 +25 30.11.25 15:45 +25 30.11.25 19:00 +26,6.80,5.20,1.35,-,-
Футбол,Португалия | 2-я Лига,Фелгейраш,Фаренсе,16.11.25 11:00 +74,2.32,3.15,2.90,-,-
Футбол,Португалия | Премьер Лига,Витория Гимарайнш,АВС САД,28.11.25 20:15 +25 29.11.25 15:30 +25 29.11.25 15:30 +25 29.11.25 18:00 +26 29.11.25 20:30 +25 30.11.25 15:30 +25 30.11.25 18:00 +27 30.11.25 20:30 +26,1.58,3.65,5.80,-,-
Футбол,"Международные (клубы) | Лига Чемпионов, Женщины",Рома (ж),Волеренга (ж),Завтра 17:45 +138 Завтра 20:00 +136 Завтра 20:00 +66 Завтра 20:00 +136 12.11.25 17:45 +80 12.11.25 17:45 +11 12.11.25 20:00 +83 12.11.25 20:00 +81 12.11.25 20:00 +80,1.54,4.40,4.70,-,-
Футбол,Международные (клубы) | Южноамериканский Кубок,Атлетико Ланус,Атлетико Минейро,22.11.25 20:00 +38,3.00,3.00,2.50,-,-
Футбол,Международные (клубы) | Лига Чемпионов,Аякс,Бенфика,25.11.25 17:45 +36 25.11.25 17:45 +37 25.11.25 20:00 +36 25.11.25 20:00 +38 25.11.25 20:00 +39 25.11.25 20:00 +36 25.11.25 20:00 +36 25.11.25 20:00 +37 25.11.25 20:00 +36 26.11.25 17:45 +37 26.11.25 17:45 +38 26.11.25 20:00 +36 26.11.25 20:00 +37 26.11.25 20:00 +36 26.11.25 20:00 +38 26.11.25 20:00 +38 26.11.25 20:00 +37 26.11.25 20:00 +36,3.35,3.60,2.02,-,-
Футбол,"Международные | Кубок Западной Африки (до20), Женщины",Гана (ж) (до20),Бенин (ж) (до20),+5,1.06,10.0,26.0,-,-
Футбол,"Международные | Товарищеские Матчи, Сборные",Россия,Перу,12.11.25 17:00 +81,1.75,3.30,4.80,-,-
Футбол,"Международные | ЧМ, Европа, Квалификация",Азербайджан,Исландия,13.11.25 17:00 +84 13.11.25 17:00 +43 13.11.25 17:00 +85 13.11.25 19:45 +86 13.11.25 19:45 +86 13.11.25 19:45 +44 13.11.25 19:45 +86 13.11.25 19:45 +86,5.60,4.20,1.53,-,-
Футбол,"Международные | ЧМ, Азия, Квалификация",ОАЭ,Ирак,13.11.25 16:00 +76,1.97,2.90,4.20,-,-
Футбол,"Австралия | А-Лига, Женщины",Аделаида Юнайтед (ж),Канберра Юнайтед (ж),14.11.25 08:00 +21 15.11.25 03:45 +15 15.11.25 06:00 +15 16.11.25 03:00 +15 16.11.25 05:00 +16,1.89,3.75,3.30,-,-
Футбол,Австралия | А-Лига,Аделаида Юнайтед,Мельбурн Сити,21.11.25 08:35 +37 22.11.25 04:00 +37 22.11.25 06:00 +38 22.11.25 08:35 +37 23.11.25 02:00 +38 23.11.25 06:00 +37 28.11.25 08:35 +36 29.11.25 04:00 +36 29.11.25 06:00 +36 29.11.25 08:35 +36 30.11.25 02:00 +37 30.11.25 07:00 +37,2.70,3.75,2.33,-,-
Футбол,Аргентина | Примера,Химнасия Эсгрима Ла Плата,Велес Сарсфилд,Сегодня 20:00 +175 Сегодня 22:00 +172 Завтра 00:15 +177 Завтра 00:15 +177,3.65,2.95,2.28,-,-
Футбол,Аргентина | Примера Б,Акассусо,Вилла Далмине,Сегодня 18:30 +135,2.05,3.15,3.75,-,-
Футбол,"Аргентина | Примера, Женщины",Расинг (ж),Ньюэллс Олд Бойз (ж),Сегодня 18:00 +61 Сегодня 18:00 +61,2.50,3.15,2.75,-,-
Футбол,Беларусь | 1-я Лига,БАТЭ (рез),Динамо Минск 2,Сегодня 12:00 +125,1.87,3.85,3.50,-,-
Футбол,Бельгия | Лига Про (до21),Льеж (до21),Моленбек (до21),Сегодня 19:00 +62,7.80,6.00,1.27,-,-
Футбол,Бразилия | Серия B,Ботафого СП,Амазонас АМ,Сегодня 22:00 +197 Сегодня 22:00 +197,2.23,3.10,3.35,-,-
Футбол,"Бразилия | Паулиста, Женщины",Реалидаде Жовем (ж),Сантос (ж),Сегодня 21:00 +123 Сегодня 23:00 +121,20.0,8.20,1.10,-,-
Футбол,"Бразилия | Потигуар, Серия Б",Куинью САФ,Потигуар Серидоэнсе,Сегодня 18:00 +62,1.33,4.40,9.80,-,-
Футбол,Китай | Суперлига,Чжэцзян,Циндао Хайню,22.11.25 07:30 +29 22.11.25 07:30 +31 22.11.25 07:30 +31 22.11.25 07:30 +30 22.11.25 07:30 +30 22.11.25 07:30 +31 22.11.25 07:30 +31 22.11.25 07:30 +30,2.11,3.30,3.30,-,-
Футбол,США | MLS,Цинциннати,Интер Майами,22.11.25 00:00 +39 22.11.25 00:00 +39 23.11.25 02:30 +39 25.11.25 03:00,2.80,3.90,2.19,-,-
Футбол,Турция | Суперлига,Кайсериспор,Газиантеп,22.11.25 11:30 +29 22.11.25 14:00 +29 22.11.25 17:00 +32 23.11.25 11:30 +30 23.11.25 14:00 +30 23.11.25 14:00 +29 23.11.25 17:00 +31 24.11.25 17:00 +30 24.11.25 17:00 +29,2.75,3.30,2.43,-,-
Футбол,Южная Корея | К-Лига 1,Сеул,Кимчхон Санму,22.11.25 05:00 +29 22.11.25 05:00 +29 22.11.25 05:00 +29 22.11.25 07:30 +29 22.11.25 07:30 +29 23.11.25 05:00 +29,2.19,3.55,2.90,-,-
Футбол,Япония | J-Лига,Ависпа Фукуока,Гамба Осака,30.11.25 05:00 +25 30.11.25 05:00 +25 30.11.25 05:00 +25 30.11.25 05:00 +25 30.11.25 05:00 +25 30.11.25 05:00 +25 30.11.25 05:00 +25 30.11.25 05:00 +25 30.11.25 05:00 +25 30.11.25 05:00 +25,2.70,3.10,2.60,-,-
Футбол,Австрия | Бундеслига,Хартберг,Рид,22.11.25 16:00 +29 22.11.25 16:00 +29 22.11.25 16:00 +29 23.11.25 13:30 +31 23.11.25 13:30 +29 23.11.25 16:00 +31 29.11.25 16:00 +25 29.11.25 16:00 +25 29.11.25 16:00 +25 30.11.25 13:30 +25 30.11.25 13:30 +25 30.11.25 16:00 +25,2.65,3.30,2.49,-,-
Футбол,Болгария | 2-я Лига,Дунав Русе,Фратрия Варна,Сегодня 15:30 +123,1.44,4.10,7.00,-,-
Футбол,Болгария | 1-я Лига,Берое,Спартак Варна,21.11.25 15:45 +32 22.11.25 10:00 +32 22.11.25 12:30 +32 22.11.25 15:00 +32 23.11.25 10:00 +32 23.11.25 12:30 +32 23.11.25 15:00 +32 24.11.25 15:30 +32,1.75,3.30,4.60,-,-
Футбол,Боливия | Профессиональный Дивизион,Депортиво Сан Хосе де Оруро,Клуб Аврора,21.11.25 21:30 +37 21.11.25 23:30 +1 22.11.25 19:00 +1 22.11.25 21:30 +39 23.11.25 00:00 +37 23.11.25 19:00 +37 23.11.25 21:15 +37 23.11.25 23:30 +37,1.85,3.85,3.75,-,-
Футбол,Вьетнам | V-Лига,Намдинь,Ханой,Сегодня 11:00 +129 Сегодня 12:15 +129,2.26,3.60,2.80,-,-
Футбол,Греция | Суперлига 2,Илиуполи,Калитея,Сегодня 13:00 +133,5.20,3.60,1.65,-,-
Футбол,Греция | Суперлига,Астерас Триполис,Панетоликос,22.11.25 17:30 +29 22.11.25 18:00 +32 23.11.25 15:00 +31 23.11.25 17:00 +31 23.11.25 19:00 +31 24.11.25 16:00 +29 24.11.25 18:00 +29 29.11.25 16:00 +25 29.11.25 17:30 +26 29.11.25 18:00 +25 30.11.25 15:00 +25 30.11.25 15:00 +26 30.11.25 17:00 +26 30.11.25 19:00 +25,2.00,3.10,3.90,-,-
Футбол,Дания | 1-й Дивизион,Эсбьерг,Миддельфарт,Сегодня 18:00 +149,1.65,4.00,4.70,-,-
Футбол,"Дания | Высшая Лига, Женщины",Митьюлланд (ж),Колдинг (ж),Завтра 18:00 +32,2.22,3.55,2.70,-,-
Футбол,Дания | 2-й Дивизион,Хельсингор,Гладсакс,14.11.25 18:00 +16 14.11.25 18:00 +15,5.60,4.10,1.48,-,-
Футбол,Дания | Суперлига,Копенгаген,Брондбю,23.11.25 11:00 +29 23.11.25 13:00 +30 23.11.25 15:00 +31 23.11.25 17:00 +30,1.90,3.65,3.60,-,-
Футбол,Израиль | Национальная Лига,Ирони Модиин,Хапоэль Афула,Сегодня 17:00 +121 Сегодня 17:00 +121 Сегодня 17:00 +121,2.04,3.55,3.25,-,-
Футбол,"Израиль | Премьер Лига, Женщины",Маккаби Кишронот Хадера (ж),Хапоэль Иерусалим (ж),Сегодня 17:30 +61,5.40,4.50,1.49,-,-
Футбол,Кения | Суперлига,Момбаса Юнайтед,Дараджани Гого,+47,9.25,4.30,1.32,-,-
Футбол,Кения | Премьер Лига,Софапака,Поста Рейнджерс,Сегодня 12:00 +61,1.91,3.20,4.10,-,-
Футбол,Кипр | 1-й Дивизион,Пафос,Арис Лимассол,21.11.25 17:00 +1 22.11.25 15:00 +1 22.11.25 17:00 +1 23.11.25 15:00 +1 23.11.25 17:00 +1 23.11.25 17:00 +1 24.11.25 17:00 +1,2.08,3.25,3.45,-,-
Футбол,Колумбия | Кубок,Индепенденте Медельин,Энвигадо,Завтра 00:30 +150,1.36,4.90,9.00,-,-
Футбол,Колумбия | Примера Б,Кукута Депортиво,Ягуарес де Кордоба,Завтра 21:00 +126 Завтра 23:10 +124 12.11.25 23:10 +75,2.37,2.80,3.20,-,-
Футбол,Колумбия | Примера А,Льянерос,Энвигадо,14.11.25 00:00 +84 14.11.25 00:00 +84 14.11.25 00:00 +84 14.11.25 00:00 +84 14.11.25 00:00 +84 14.11.25 00:00 +84 14.11.25 00:00 +84 14.11.25 00:00 +82,1.64,3.55,5.60,-,-
Футбол,Норвегия | Элитсерия,КФУМ Осло,Будё-Глимт,21.11.25 18:00 +30 22.11.25 13:00 +30 22.11.25 15:00 +30 22.11.25 17:00 +29 22.11.25 17:00 +29 23.11.25 13:30 +31 23.11.25 13:30 +29 23.11.25 18:15 +30,5.00,4.20,1.55,-,-
Футбол,Парагвай | Примера,Спортиво Амелиано,2 де Майо,Сегодня 20:00 +142 Сегодня 22:30 +142 21.11.25 21:00 +1 21.11.25 22:00 +1 21.11.25 22:00 +1 21.11.25 22:00 +1 21.11.25 22:00 +1 21.11.25 22:00 +1,2.48,3.25,2.95,-,-
Футбол,Польша | 2-я Лига,ЛКС Лодзь 2,Шленск Вроцлав 2,Сегодня 16:00 +124 14.11.25 16:00 +15,2.75,3.60,2.27,-,-
Футбол,Польша | Высшая Лига,Термалица Нецеча,Арка Гдыня,21.11.25 17:00 +29 21.11.25 19:30 +30 22.11.25 13:45 +29 22.11.25 16:30 +30 22.11.25 19:15 +31 23.11.25 11:15 +30 23.11.25 13:45 +31 23.11.25 16:30 +29 24.11.25 18:00 +29,2.02,3.40,3.45,-,-
Футбол,Румыния | Лига 2,Тыргу Муреш,Политехника Ясы,Сегодня 17:30 +120 Завтра 17:30 +60,2.02,3.30,3.55,-,-
Футбол,Румыния | Лига 1,Меркуря-Чук,Униря Слобозия,21.11.25 15:30 +29 21.11.25 18:30 +29 22.11.25 13:00 +29 22.11.25 18:30 +30 23.11.25 15:30 +29 23.11.25 18:30 +29 24.11.25 15:30 +1 24.11.25 18:30 +1 28.11.25 18:30 +1 29.11.25 14:30 +1 29.11.25 18:45 +1 30.11.25 13:00 +1 30.11.25 15:30 +1 30.11.25 18:30 +1 01.12.25 14:00 +1 01.12.25 17:00 +1,2.60,3.15,2.65,-,-
Футбол,Саудовская Аравия | Премьер Лига,Аль-Иттихад Джидда,Аль-Рияд,21.11.25 13:45 +31 21.11.25 14:50 +29 21.11.25 17:30 +29 22.11.25 13:40 +29 22.11.25 14:25 +29 22.11.25 17:30 +32 23.11.25 15:05 +30 23.11.25 17:30 +29 23.11.25 17:30 +32,1.22,6.20,10.0,-,-
Футбол,Северная Ирландия | Премьер Лига,Гленторан,Каррик Рейнджерс,14.11.25 19:45 +15 15.11.25 15:00 +15 15.11.25 15:00 +15,1.55,3.85,5.00,-,-
Футбол,Северная Македония | Высшая Лига,Шкендия,Македония Скопье,Сегодня 12:00 +67 Сегодня 12:00 +133,1.04,12.0,35.0,-,-
Футбол,Сингапур | Премьер Лига 2,Танджон Пагар Юнайтед 2,Альбирекс Ниигата (рез),Сегодня 11:30 +17 Сегодня 11:30 +16,6.00,5.60,1.36,-,-
Футбол,Уругвай | Примера (резерв),Прогресо (рез),Торке (рез),Сегодня 12:00 +16 Сегодня 12:30 +16 Сегодня 19:00 +16 Сегодня 19:00 +16 Сегодня 19:00 +16 Сегодня 19:00 +16 Сегодня 19:00 +16,2.75,3.55,2.29,-,-
Футбол,Уэльс | Премьер Лига,Флинт Таун Юнайтед,Нью Сейнтс,14.11.25 19:45 +1 14.11.25 19:45 +1,11.0,6.60,1.16,-,-
Футбол,Чили | Сегунда Дивизион,Сан Антонио Унидо,Конкон Насьональ,Сегодня 15:30 +124,2.19,3.80,2.80,-,-
Футбол,Чили | Примера,Коло-Коло,Депортес Юнион Ла Калера,23.11.25 21:00 +39 23.11.25 21:00 +37 23.11.25 21:00 +38 23.11.25 21:00 +37 23.11.25 21:00 +37 23.11.25 21:00 +37 23.11.25 21:00 +37 23.11.25 21:00 +37,1.40,4.20,8.20,-,-
Футбол,Швейцария | Суперлига,Люцерн,Серветт,22.11.25 17:00 +29 22.11.25 17:00 +31 22.11.25 19:30 +29 23.11.25 13:00 +29 23.11.25 15:30 +29 23.11.25 15:30 +30,2.48,3.50,2.55,-,-
Футбол,Эквадор | Серия А,Аукас,Делфин,Завтра 00:00 +44,1.42,4.40,6.60,-,-
Баскетбол,"ATP | Итоговый турнир, Турин",Музетти Л.,Фриц Т.,Сегодня 13:00 +64 Сегодня 19:30 +54,2.95,-,1.45,-,-
Баскетбол,"ATP | Итоговый турнир, Турин, Пары",Аревало М. / Павич М.,Солсбери Д. / Скупски Н.,Сегодня 10:30 +11 Сегодня 17:00 +11 Завтра 10:30 +10 Завтра 10:30 +10,2.10,-,1.81,-,-
Баскетбол,"Челленджер (М) | Лион, Франция, Квалификация",Аддед Д.,Додиг М.,+33 +33,2.03,-,1.70,-,-
Баскетбол,"Челленджер (М) | Брисбен 3, Австралия",Ногути Р.,Дилэйни Д.,Завтра 00:00 +13 Завтра 00:00 +13 Завтра 00:00 +13 Завтра 01:10 +13 Завтра 01:10 +12 Завтра 01:10 +13 Завтра 02:20 +13 Завтра 03:30 Завтра 05:20 +8,1.17,-,4.40,-,-
Баскетбол,"Челленджер (М) | Брисбен 3, Австралия, Пары",Бэйлдон Б. / Ромиос М.К.,Дилэйни Д. / Ту Л.,Завтра 03:00 +7 Завтра 04:10 +7,1.26,-,3.45,-,-
Баскетбол,"UTR (Ж) | Оломоуц, Чехия",Труш Е.,Бречкова Н.,+17 +24,7.25,-,-,-,-
Баскетбол,"UTR (Ж) | Бока-Ратон, США",Лутрингер Л.,Сахнис Э.,Сегодня 15:30 +1 Сегодня 15:30 +1,1.28,-,3.25,-,-
Баскетбол,"UTR (Ж) | Оломоуц, Чехия",Хрдинкова Д.,Смекалова М.,Сегодня 10:30 +1 Сегодня 10:55 +1 Сегодня 11:40 +1 Сегодня 12:05 +1,1.36,-,2.74,-,-
Баскетбол,"UTR (М) | Бангалор, Индия",Аггарвал П.,Бостола А.,+17,1.04,-,5.79,-,-
Баскетбол,"UTR (М) | Дубай, ОАЭ",Туркану Р.Д.,Ван Тилбург Р.,+21 +25,1.59,-,2.12,-,-
Баскетбол,"UTR (М) | Трнава, Словакия",Халаиха Н.А.,Мусил М.,+30 +11,1.12,-,4.23,-,-
Баскетбол,"UTR (М) | Стиллуотер, США",Треви К.,Хаммес Т.,Сегодня 18:30 +1 Сегодня 18:30 +1 Сегодня 18:30 +1 Сегодня 19:40 +1 Сегодня 19:40 +1 Сегодня 19:40 +1,6.85,-,1.07,-,-
Баскетбол,Россия | Молодежная Лига ВТБ,Зенит-М С-Пб,УНИКС-2,+14,-,-,12.5,-,-
Баскетбол,Россия | IPBL,Санкт-Петербург,Сочи,+7 +10,1.12,-,4.70,-,-
Баскетбол,Россия | IPBL (4x12),Мэд Антс,Драйв,+14,1.17,-,4.40,-,-
Баскетбол,"Россия | IPBL Женщины, (4x12)",Бульдогс (ж),Шаркс (ж),+14,-,-,-,-,-
Баскетбол,США | NBA,Шарлотт,Л-А Лейкерс,Завтра 00:00 +70 Завтра 00:00 +65 Завтра 00:00 +72 Завтра 00:30 +17 Завтра 01:00 +64 Завтра 01:30 +65 Завтра 02:00 +13 Завтра 02:00 +70 Завтра 03:30 +68,3.30,-,1.33,-,-
Баскетбол,США | NCAA,Нортвестерн Уайлдкэтс,Кливленд Стейт Вайкингс,Завтра 01:30 +2 Завтра 02:00 +2 Завтра 03:00 +2 Завтра 03:00 +2,-,-,12.0,-,-
Баскетбол,Европа | Адриатическая Лига,Илирия,Спартак Суботица,Сегодня 17:00 +92,2.81,-,1.38,-,-
Баскетбол,"Европа | Адриатическая Лига, 2-й Дивизион",Войводина,Слобода Тузла,Сегодня 15:00 +37 Сегодня 17:00 +38,1.56,-,2.22,-,-
Баскетбол,Европа | Евролига,Дубай,Црвена Звезда,Завтра 16:00 +96 Завтра 19:00 +101 Завтра 19:05 +103 Завтра 19:30 +96 Завтра 19:30 +96 Завтра 19:30 +96 Завтра 20:00 +96,1.80,-,2.00,-,-
Баскетбол,Европа | Лига Чемпионов,Левице,Сольноки Олаи,Завтра 17:30 +77 Завтра 18:00 +7 Завтра 19:30 +84 Завтра 20:00 +84,1.79,-,2.01,-,-
Баскетбол,Международные | BSKT Cup,Аллигаторс,Тайгерс,+10 +21,1.47,9.50,3.10,-,-
Баскетбол,Международные | Суперлига Западной Азии,Аль-Мухаррак,Аль-Иттихад,Сегодня 16:30 +106 Завтра 17:00 +82,2.45,-,1.50,-,-
Баскетбол,Австралия | Лига WNBL,Джилонг Суперкэтс (ж),Перт Линкс (ж),Завтра 08:00 +104,2.14,-,1.66,-,-
Баскетбол,Австралия | Лига NBL,Брисбен Буллетс,Нью-Зиланд Брейкерс,12.11.25 08:30 +98 13.11.25 08:30 +59 14.11.25 08:30 +57 16.11.25 03:30 +28,1.60,-,2.30,-,-
Баскетбол,Бразилия | Лига NBB,Сеси/Франка,Ботафого,Сегодня 22:30 +100 Сегодня 23:15 +104 Завтра 22:00 +81 Завтра 23:30 +82,1.01,-,10.0,-,-
Баскетбол,Китай | CDBL,Цзинань Циклонес,Сиан Легендс,+3,1.13,-,4.55,-,-
Баскетбол,Аргентина | Лига LNB,Обрас Санитариас,Сан-Мартин Корриентес,Сегодня 23:30 +111 Завтра 23:05 +82 12.11.25 00:30 +77,1.34,-,3.02,-,-
Баскетбол,Германия | Про A,Рейнстарс Кёльн,Вольмирштедт,Сегодня 18:30 +87 Сегодня 18:30 +92,1.81,-,2.01,-,-
Баскетбол,Израиль | Суперлига,Маккаби Ирони Рамат Ган,Хапоэль Галил Гильбоа,Сегодня 16:50 +106 Сегодня 19:00 +111,1.52,-,2.42,-,-
Баскетбол,Израиль | Национальная Лига,Элицур Шомрон,Хапоэль Мигдаль Хаэмек,Завтра 16:15 +13 Завтра 16:30 +13 Завтра 16:45 +13,1.73,-,2.07,-,-
Баскетбол,Косово | Суперлига,Раховец 029,Велазними,Сегодня 15:00 +38,1.45,-,2.43,-,-
Баскетбол,Мексика | Лига LNBP,Фуэрса Регия,Диаблос Рохос Дель Мексика,Завтра 02:15 +85,1.37,-,2.85,-,-
Баскетбол,Польша | 1-я Лига,Спожниа Старгард Жечински,Ресовия Жешув,Сегодня 18:00 +91,1.23,-,3.74,-,-
Баскетбол,Польша | PLK,Торунь,Сталь Острув-Велькопольски,Сегодня 17:00 +90,1.48,-,2.53,-,-
Баскетбол,Румыния | Национальная Лига,Плоешти,Стяуа Бухарест,Сегодня 17:00 +38,1.34,-,2.82,-,-
Баскетбол,Словения | Лига SKL,Подчетртек,Триглав Крань,Сегодня 16:30 +92 Завтра 16:00 +52,2.73,-,1.42,-,-
Баскетбол,Уругвай | Лига LUB,Агуада,Атлетико Велком,Сегодня 23:15 +96 Сегодня 23:15 +92 Завтра 00:15 +89 Завтра 23:15 +51 Завтра 23:15 +45 12.11.25 00:15 +52,1.02,-,10.0,-,-
Баскетбол,Франция | Национальная Лига,Андрезиу-Бутеон,Орши,Сегодня 19:00 +89,2.37,-,1.54,-,-
Баскетбол,Франция | Лига Про Б,Кемпер,Аикс Морьен,Завтра 19:00 +45,1.65,-,2.15,-,-
Гандбол,"Россия | Суперлига, Женщины",Уфа-Алиса (ж),Луч (ж),Сегодня 13:30 +13,6.40,16.0,1.14,-,-
Гандбол,"Россия | Суперлига, Женщины",Динамо-Синара (ж),Лада Тольятти (ж),Сегодня 15:30 +10,2.95,11.0,1.49,-,-
Гандбол,Германия | 2-я Бундеслига,Потсдам,Крефельд,Сегодня 18:30 +10,1.11,14.0,8.00,-,-
Гандбол,Греция | Премьер Лига,АЕК Афины,Олимпиакос,Сегодня 18:30 +8,1.86,8.40,2.25,-,-
Регби,Союз Регбистов | Товарищеские Матчи,Италия,ЮАР,15.11.25 12:40 +10,10.0,40.0,1.04,-,-
Регби,Союз Регбистов | Товарищеские Матчи,Англия,Новая Зеландия,15.11.25 15:10 +9,1.74,25.0,2.11,-,-
Регби,Союз Регбистов | Товарищеские Матчи,Уэльс,Япония,15.11.25 17:40 +11,1.12,30.0,6.20,-,-
Регби,Союз Регбистов | Товарищеские Матчи,Ирландия,Австралия,15.11.25 20:10 +11,1.13,29.0,6.00,-,-
Регби,Союз Регбистов | Товарищеские Матчи,Франция,Фиджи,15.11.25 20:10 +10,1.03,40.0,11.0,-,-
Регби,Союз Регбистов | Товарищеские Матчи,Шотландия,Аргентина,16.11.25 15:10 +10,1.70,28.0,2.15,-,-
